时段,应用,描述,时长,分类
12/20/2025 18:00:00,UsbEAm Hosts Editor v3.63(1),UsbEAm Hosts Editor,4,未知
12/20/2025 18:00:00,HipsTray,火绒安全软件托盘程序,3,未知
12/20/2025 18:00:00,cmd,Windows 命令处理程序,10,未知
12/20/2025 18:00:00,SearchApp,Search application,1,未知
12/20/2025 18:00:00,mmc,Microsoft 管理控制台,19,未知
12/20/2025 18:00:00,SpaceSniffer,Disk space analysis tool,1,未知
12/20/2025 18:00:00,IDMan,Internet Download Manager (IDM),8,未知
12/20/2025 18:00:00,Bandizip,Bandizip,10,未知
12/20/2025 19:00:00,explorer,Windows 资源管理器,84,未知
12/20/2025 19:00:00,WizTree,,21,未知
12/20/2025 19:00:00,Clash for Windows,Clash for Windows,1,未知
12/20/2025 19:00:00,图吧工具箱2024,图吧工具箱主程序,1,未知
12/20/2025 19:00:00,SearchApp,Search application,4,未知
12/20/2025 19:00:00,steam,Steam,14,未知
12/20/2025 19:00:00,EpicGamesLauncher,EpicGamesLauncher,1920,未知
12/20/2025 19:00:00,steamwebhelper,Steam Client WebHelper,32,未知
12/20/2025 19:00:00,QQ,QQ,1,未知
12/20/2025 19:00:00,HipsTray,火绒安全软件托盘程序,2,未知
12/20/2025 19:00:00,firefox,Firefox,51,未知
12/20/2025 19:00:00,Bandizip,Bandizip,16,未知
12/20/2025 19:00:00,UsbEAm Hosts Editor,UsbEAm Hosts Editor,130,未知
12/20/2025 20:00:00,EpicGamesLauncher,EpicGamesLauncher,368,未知
12/20/2025 20:00:00,RtkNGUI64,Realtek高清晰音频管理器,29,未知
12/20/2025 20:00:00,explorer,Windows 资源管理器,226,未知
12/20/2025 20:00:00,SearchApp,Search application,4,未知
12/20/2025 20:00:00,mpv,mpv,2,未知
12/20/2025 20:00:00,HogwartsLegacy,,850,未知
12/20/2025 20:00:00,Ditto,Ditto,5,未知
12/20/2025 21:00:00,HogwartsLegacy,,883,未知
12/20/2025 21:00:00,EpicGamesLauncher,EpicGamesLauncher,72,未知
12/20/2025 21:00:00,explorer,Windows 资源管理器,4,未知
12/20/2025 21:00:00,RtkNGUI64,Realtek高清晰音频管理器,17,未知
12/21/2025 16:00:00,QQ,QQ,21,未知
12/21/2025 16:00:00,RtkNGUI64,Realtek高清晰音频管理器,8,未知
12/21/2025 16:00:00,EpicGamesLauncher,EpicGamesLauncher,65,未知
12/21/2025 16:00:00,explorer,Windows 资源管理器,1203,未知
12/21/2025 16:00:00,HipsTray,火绒安全软件托盘程序,97,未知
12/21/2025 16:00:00,mpv,mpv,192,未知
12/21/2025 16:00:00,HRUpdate,火绒安全软件升级程序,3,未知
12/21/2025 16:00:00,firefox,Firefox,874,未知
12/21/2025 17:00:00,firefox,Firefox,448,未知
12/21/2025 17:00:00,Listary,Listary,12,未知
12/21/2025 17:00:00,explorer,Windows 资源管理器,78,未知
12/21/2025 17:00:00,RtkNGUI64,Realtek高清晰音频管理器,27,未知
12/21/2025 17:00:00,Clash for Windows,Clash for Windows,12,未知
12/21/2025 17:00:00,SystemSettings,设置,20,未知
12/27/2025 13:00:00,Clash for Windows,Clash for Windows,8,未知
12/27/2025 13:00:00,Honeyview,Honeyview,7,未知
12/27/2025 13:00:00,QQ,QQ,16,未知
12/27/2025 13:00:00,explorer,Windows 资源管理器,317,未知
12/27/2025 13:00:00,IDMan,Internet Download Manager (IDM),46,未知
12/27/2025 13:00:00,HipsMain,火绒安全软件 主程序模块,5,未知
12/27/2025 13:00:00,sysclean,火绒垃圾清理,13,未知
12/27/2025 13:00:00,图吧工具箱2024,图吧工具箱主程序,13,未知
12/27/2025 13:00:00,WizTree,,171,未知
12/27/2025 13:00:00,Notepads,,6,未知
12/27/2025 13:00:00,mpv,mpv,321,未知
12/27/2025 13:00:00,SearchApp,Search application,3,未知
12/27/2025 13:00:00,HipsTray,火绒安全软件托盘程序,2,未知
12/27/2025 13:00:00,firefox,Firefox,577,未知
12/27/2025 14:00:00,mpv,mpv,244,未知
12/27/2025 14:00:00,explorer,Windows 资源管理器,25,未知
12/27/2025 14:00:00,firefox,Firefox,3049,未知
12/27/2025 14:00:00,msedge,Microsoft Edge,143,未知
12/27/2025 14:00:00,rundll32,Windows 主进程 (Rundll32),1,未知
12/27/2025 15:00:00,firefox,Firefox,3526,未知
12/27/2025 15:00:00,QQ,QQ,51,未知
12/27/2025 16:00:00,firefox,Firefox,1223,未知
12/27/2025 16:00:00,explorer,Windows 资源管理器,63,未知
12/27/2025 16:00:00,Clash for Windows,Clash for Windows,3,未知
12/27/2025 16:00:00,steamwebhelper,Steam Client WebHelper,273,未知
12/27/2025 16:00:00,msedge,Microsoft Edge,23,未知
12/27/2025 16:00:00,IDMan,Internet Download Manager (IDM),993,未知
12/27/2025 16:00:00,Bandizip,Bandizip,7,未知
12/27/2025 16:00:00,pythonw,Python,10,未知
12/27/2025 16:00:00,ZATO,,921,未知
12/27/2025 17:00:00,IDMan,Internet Download Manager (IDM),3600,未知
12/27/2025 18:00:00,IDMan,Internet Download Manager (IDM),3600,未知
12/27/2025 19:00:00,IDMan,Internet Download Manager (IDM),2707,未知
12/27/2025 19:00:00,QQ,QQ,17,未知
12/27/2025 19:00:00,msedge,Microsoft Edge,1,未知
12/27/2025 19:00:00,ZATO,,781,未知
12/27/2025 20:00:00,ZATO,,3145,未知
12/27/2025 20:00:00,IDMan,Internet Download Manager (IDM),425,未知
12/27/2025 21:00:00,ZATO,,3203,未知
12/27/2025 21:00:00,IDMan,Internet Download Manager (IDM),251,未知
12/27/2025 21:00:00,msedge,Microsoft Edge,3,未知
12/27/2025 21:00:00,steamwebhelper,Steam Client WebHelper,1,未知
12/27/2025 21:00:00,firefox,Firefox,106,未知
12/27/2025 21:00:00,explorer,Windows 资源管理器,2,未知
12/27/2025 22:00:00,firefox,Firefox,2729,未知
12/27/2025 22:00:00,steamwebhelper,Steam Client WebHelper,830,未知
12/27/2025 22:00:00,msedge,Microsoft Edge,11,未知
12/27/2025 23:00:00,steamwebhelper,Steam Client WebHelper,622,未知
12/27/2025 23:00:00,msedge,Microsoft Edge,2,未知
12/27/2025 23:00:00,IDMan,Internet Download Manager (IDM),5,未知
12/27/2025 23:00:00,firefox,Firefox,401,未知
12/27/2025 23:00:00,explorer,Windows 资源管理器,9,未知
12/27/2025 23:00:00,Honeyview,Honeyview,71,未知
